N,P,K,temperature,humidity,ph,rainfall,label
114.87,31.06,42.97,22.89,76.14,6.48,193.62,sugarcane
115.7,36.63,34.48,26.82,73.32,6.83,140.77,sugarcane
130.17,45.04,54.27,33.97,73.58,6.37,157.49,sugarcane
136.74,37.41,32.83,29.6,75.82,6.45,129.05,sugarcane
138.04,47.86,40.09,29.0,78.93,5.73,199.61,sugarcane
123.08,48.98,48.45,25.5,79.04,6.21,198.3,sugarcane
114.28,32.56,47.61,26.79,68.43,6.57,168.46,sugarcane
131.5,42.85,40.57,33.64,75.0,5.91,182.4,sugarcane
110.04,42.72,38.66,30.66,73.24,5.8,174.36,sugarcane
122.56,39.23,39.94,32.24,82.41,5.97,163.38,sugarcane
114.34,53.32,36.61,27.91,77.63,5.86,114.8,sugarcane
126.27,50.69,35.13,30.19,75.65,5.82,150.93,sugarcane
109.62,47.43,42.08,25.23,67.31,6.14,170.73,sugarcane
107.66,47.86,36.71,31.17,77.11,6.86,170.98,sugarcane
136.73,41.54,37.19,27.56,67.34,6.26,143.58,sugarcane
104.07,53.02,46.42,27.75,71.74,5.78,194.75,sugarcane
120.24,47.36,54.21,30.44,67.86,5.62,125.06,sugarcane
108.83,48.22,45.09,34.17,78.84,6.54,155.03,sugarcane
101.56,51.54,31.92,22.83,69.13,6.07,172.18,sugarcane
101.44,36.85,31.89,32.72,72.84,6.73,172.74,sugarcane
107.01,50.18,53.79,25.8,82.91,6.49,168.38,sugarcane
134.67,34.88,37.43,27.77,69.09,6.69,134.78,sugarcane
111.3,38.63,32.3,22.28,75.16,5.91,124.06,sugarcane
138.02,38.39,44.98,25.91,73.39,6.54,167.23,sugarcane
123.26,54.46,45.59,28.53,65.36,5.9,163.94,sugarcane
117.46,51.41,46.21,22.73,80.86,6.91,126.14,sugarcane
123.2,47.53,36.69,28.38,66.38,6.45,173.46,sugarcane
120.67,48.18,30.38,34.05,74.49,5.99,150.97,sugarcane
130.35,44.05,54.13,23.37,76.21,5.9,170.1,sugarcane
111.3,53.68,36.27,31.94,77.57,5.79,185.36,sugarcane
114.12,42.41,46.9,27.33,78.77,6.54,125.28,sugarcane
135.76,39.51,47.67,30.52,70.07,5.83,111.72,sugarcane
137.86,34.08,45.25,25.38,65.2,6.39,180.12,sugarcane
135.7,49.66,37.82,24.07,79.47,5.9,164.87,sugarcane
116.78,48.36,36.78,24.09,75.71,6.49,172.97,sugarcane
131.21,39.61,44.94,22.92,81.72,6.72,185.43,sugarcane
119.05,30.63,51.65,24.41,81.43,6.67,182.25,sugarcane
119.9,50.97,53.67,30.63,81.87,6.64,196.48,sugarcane
108.19,30.29,32.65,33.46,74.7,5.78,158.23,sugarcane
123.65,47.59,33.87,32.58,71.67,5.63,153.96,sugarcane
107.45,54.26,53.62,30.91,80.83,6.55,146.17,sugarcane
113.26,40.94,48.41,23.44,74.03,6.05,123.83,sugarcane
134.2,35.87,52.07,25.76,68.67,6.15,161.53,sugarcane
108.28,47.62,35.07,26.03,82.1,5.55,134.93,sugarcane
102.85,50.43,44.69,25.25,82.65,5.89,192.92,sugarcane
102.76,43.66,47.53,28.7,74.33,5.55,162.49,sugarcane
137.63,54.18,47.0,28.96,66.51,6.82,163.36,sugarcane
120.28,31.29,40.2,26.64,72.76,5.87,141.94,sugarcane
116.38,42.62,30.38,26.6,81.07,6.34,114.68,sugarcane
132.44,47.96,44.57,32.77,83.04,5.56,112.86,sugarcane
133.43,51.57,36.33,32.26,69.07,6.5,148.1,sugarcane
113.29,34.48,41.26,26.0,66.34,5.98,117.61,sugarcane
127.74,50.0,53.94,33.88,82.55,6.85,164.62,sugarcane
130.84,43.82,39.98,34.39,72.79,6.83,189.29,sugarcane
126.19,39.91,51.0,26.25,75.84,5.99,189.46,sugarcane
106.06,33.29,34.71,26.61,84.36,6.85,169.31,sugarcane
135.04,51.63,46.81,28.57,66.33,6.99,129.01,sugarcane
121.56,33.93,54.43,34.23,77.97,6.74,187.67,sugarcane
111.3,37.74,32.55,33.39,66.48,6.77,189.75,sugarcane
117.01,37.25,30.21,23.33,72.51,5.87,127.7,sugarcane
101.5,51.79,40.84,27.11,81.08,6.37,176.37,sugarcane
101.46,69.24,58.34,24.96,78.63,6.07,166.82,banana
122.11,82.13,60.35,31.38,77.58,6.31,148.38,banana
129.89,70.56,49.53,30.19,88.3,6.26,159.33,banana
91.2,73.36,65.44,31.84,75.02,5.65,125.72,banana
125.89,71.56,68.41,24.6,86.88,5.65,136.63,banana
114.91,70.49,66.55,31.7,79.68,5.77,169.74,banana
128.94,89.77,62.17,26.31,80.28,5.86,196.88,banana
108.6,73.57,48.32,25.48,76.17,5.91,114.54,banana
123.9,92.81,48.45,22.5,81.46,6.18,190.13,banana
92.5,94.1,68.9,22.53,76.5,5.56,161.92,banana
103.41,82.14,40.31,28.92,70.79,5.53,160.75,banana
92.68,69.29,61.48,26.58,75.44,5.89,155.03,banana
129.01,76.24,61.19,24.27,70.13,6.2,116.25,banana
122.68,88.93,58.68,28.14,89.57,5.69,118.09,banana
124.1,76.02,69.7,24.53,89.31,6.14,164.08,banana
127.52,67.61,49.36,27.78,77.9,5.76,140.69,banana
93.4,81.7,50.2,25.59,84.57,6.39,192.55,banana
105.42,90.35,42.37,30.24,76.92,6.4,146.59,banana
92.84,88.88,53.28,30.21,83.42,5.8,122.9,banana
98.43,70.25,47.83,26.77,86.11,5.73,174.32,banana
99.17,85.18,50.3,25.51,88.94,5.91,136.4,banana
108.76,71.62,65.04,25.63,78.0,5.74,157.29,banana
100.74,71.55,68.06,30.06,85.67,6.17,172.8,banana
94.04,91.22,45.57,25.28,75.32,6.33,191.02,banana
96.7,72.49,51.18,24.09,89.81,6.17,181.3,banana
95.89,72.9,67.86,22.85,70.52,6.32,170.87,banana
128.92,65.02,41.85,26.67,82.07,5.9,171.17,banana
120.37,91.12,42.77,26.82,83.19,5.66,195.13,banana
128.71,88.78,44.88,30.41,83.76,6.24,136.62,banana
107.59,83.82,57.86,24.21,72.41,5.86,110.1,banana
101.13,87.51,44.51,25.81,88.77,6.17,134.48,banana
121.93,69.56,69.04,30.08,73.62,5.77,129.61,banana
103.05,78.75,53.4,30.24,82.46,5.58,169.57,banana
101.98,75.54,55.05,25.85,74.45,6.49,167.03,banana
99.3,67.81,47.4,26.59,76.14,5.66,163.41,banana
95.19,79.58,54.13,25.03,80.93,6.49,111.46,banana
100.26,92.62,59.86,31.33,78.34,6.48,175.59,banana
104.21,66.2,62.54,23.19,73.2,6.29,139.12,banana
116.96,73.74,62.62,31.34,73.42,6.16,169.86,banana
92.5,71.23,57.34,28.84,78.36,6.08,160.09,banana
98.42,72.14,67.13,27.32,85.15,6.37,140.85,banana
122.36,92.25,64.52,22.33,87.96,5.79,122.11,banana
95.88,79.04,62.71,26.76,71.68,5.97,118.5,banana
103.71,78.99,41.67,26.08,77.86,6.12,184.84,banana
124.59,87.82,40.21,23.61,72.0,5.91,192.66,banana
96.2,69.63,46.37,28.56,70.33,5.93,168.48,banana
93.31,79.62,59.91,31.71,83.23,5.83,119.31,banana
109.38,77.9,52.34,27.62,82.05,6.06,146.18,banana
102.1,82.91,52.07,29.15,73.26,6.35,175.6,banana
112.54,94.99,66.54,22.68,74.68,5.7,180.18,banana
122.15,88.08,66.87,26.18,70.47,6.43,120.64,banana
95.49,76.94,67.28,23.16,86.7,6.19,110.0,banana
113.23,89.83,49.42,28.13,89.49,6.32,174.09,banana
110.22,70.12,60.73,31.38,72.71,6.06,142.09,banana
95.76,65.91,48.15,28.62,74.63,6.28,132.9,banana
114.96,71.13,45.72,22.77,87.37,5.52,111.16,banana
100.95,75.21,45.54,25.55,88.53,6.32,158.63,banana
109.51,80.32,50.26,27.51,78.39,5.54,186.6,banana
93.29,83.45,52.9,26.03,71.01,6.39,196.19,banana
108.38,92.32,64.93,30.34,70.79,6.49,160.92,banana
102.26,80.3,43.6,30.15,81.48,5.79,156.3,banana
122.9,80.04,62.05,28.12,77.86,5.71,117.66,banana
92.28,66.51,55.94,25.73,70.57,6.27,159.4,banana
106.74,66.05,48.64,24.55,81.67,5.75,144.2,banana
108.34,81.53,54.78,23.06,70.23,6.37,164.64,banana
119.0,78.15,49.0,25.55,85.75,5.6,144.99,banana
112.97,90.18,57.88,26.13,76.13,5.63,131.63,banana
116.69,69.82,53.02,28.76,70.81,6.48,118.55,banana
121.08,65.75,44.93,28.58,81.77,6.17,138.34,banana
124.49,78.47,43.5,22.7,77.95,6.35,118.7,banana
102.56,72.12,56.4,25.95,89.48,5.82,125.92,banana
111.52,66.49,67.07,23.82,80.88,6.18,198.86,banana
123.6,86.74,50.32,23.57,75.5,6.09,149.97,banana
129.58,68.35,61.99,30.27,84.19,6.1,157.87,banana
125.58,83.25,59.76,22.42,75.43,6.18,188.63,banana
104.86,73.43,67.95,26.19,88.08,6.08,199.6,banana
97.81,70.2,64.63,23.68,77.49,5.93,162.44,banana
109.58,76.39,57.0,30.79,81.0,5.78,183.12,banana
119.67,89.04,59.71,27.57,71.01,6.27,139.42,banana
109.7,76.76,66.95,24.31,78.52,5.73,137.52,banana
109.33,87.52,51.99,27.02,86.65,6.19,146.24,banana
123.53,68.76,49.8,29.31,86.11,5.73,170.53,banana
104.46,88.18,40.32,31.58,74.49,6.13,171.4,banana
124.39,72.11,64.8,24.2,74.52,6.25,138.37,banana
106.27,85.32,64.03,30.86,86.35,5.72,121.99,banana
103.13,81.97,43.13,31.34,88.61,5.56,166.92,banana
108.16,92.87,57.31,31.16,71.91,5.63,121.55,banana
120.5,76.62,53.92,28.35,79.0,6.11,162.06,banana
95.04,66.98,43.56,28.3,76.75,6.35,172.41,banana
97.86,65.57,69.42,26.03,87.41,5.54,173.06,banana
128.06,89.81,46.44,29.52,71.67,6.23,177.81,banana
97.02,80.74,42.02,27.31,74.22,5.84,188.56,banana
112.71,88.26,57.85,28.77,85.05,5.98,155.0,banana
113.17,72.03,62.17,26.28,71.03,6.43,175.72,banana
109.58,75.35,40.97,29.31,79.85,5.83,165.73,banana
115.79,65.9,59.76,30.24,78.84,5.97,126.8,banana
99.19,93.84,55.97,23.46,76.69,5.51,112.31,banana
112.11,85.04,43.1,30.33,77.89,5.58,135.61,banana
104.89,93.0,45.18,27.4,80.6,5.76,149.87,banana
116.47,72.96,57.04,30.45,73.23,5.53,165.54,banana
32.0,11.61,27.47,30.59,48.97,6.0,56.19,mango
18.92,28.79,35.37,29.65,60.67,5.65,53.53,mango
17.51,25.1,29.92,27.17,63.19,6.83,95.47,mango
34.27,21.73,32.16,24.07,52.4,6.69,59.51,mango
17.16,26.57,44.79,29.46,60.03,6.33,91.06,mango
24.57,11.6,38.69,27.14,62.94,6.34,77.23,mango
26.71,19.54,43.98,32.08,61.92,7.07,53.89,mango
25.83,22.6,27.85,24.26,48.66,5.89,97.77,mango
16.72,26.57,32.64,30.43,64.13,7.14,62.35,mango
16.14,25.67,36.09,34.36,52.53,6.8,92.98,mango
17.11,15.54,26.54,25.92,51.78,6.34,58.44,mango
26.71,28.82,25.08,29.19,46.25,6.42,92.7,mango
25.89,12.49,38.41,25.01,54.72,6.01,50.66,mango
19.67,27.5,37.84,30.88,47.18,7.0,75.59,mango
27.76,29.42,33.22,30.06,49.97,6.53,88.47,mango
31.4,13.54,34.79,28.48,51.34,6.14,96.74,mango
15.83,24.44,33.31,29.74,61.18,6.69,95.46,mango
24.96,10.81,25.48,33.86,62.51,7.49,90.98,mango
28.79,18.11,31.71,26.16,51.05,6.37,94.41,mango
20.05,20.33,28.54,24.25,62.17,7.34,59.96,mango
21.16,21.61,26.97,33.48,62.14,6.19,64.21,mango
27.27,28.72,44.13,30.35,60.29,5.61,64.45,mango
32.96,23.45,36.99,33.8,47.93,5.91,68.85,mango
31.2,19.63,39.57,30.57,58.81,6.34,69.67,mango
26.66,26.19,31.31,32.91,63.9,5.94,77.23,mango
29.6,29.01,32.86,28.73,58.65,5.5,57.99,mango
22.3,10.44,29.74,32.25,51.63,7.33,84.56,mango
27.82,29.65,26.94,34.04,55.01,7.19,58.38,mango
24.32,11.72,28.58,30.29,57.91,6.98,65.52,mango
18.8,26.29,40.95,25.99,55.21,5.84,75.17,mango
29.03,15.61,38.55,26.96,47.4,5.74,89.82,mango
26.13,12.64,35.94,26.19,51.24,5.64,86.97,mango
22.17,18.8,34.5,26.72,61.05,6.95,82.28,mango
33.23,22.88,43.45,27.37,62.23,7.36,57.79,mango
15.42,17.62,26.45,30.11,47.75,6.36,77.35,mango
21.32,11.09,30.61,30.47,64.05,5.74,54.37,mango
16.14,21.99,32.0,28.69,51.58,6.52,68.87,mango
30.33,28.05,40.65,30.77,58.25,6.2,70.68,mango
29.04,17.66,44.85,24.9,60.04,6.25,51.99,mango
21.63,14.33,29.81,24.97,61.24,6.74,63.7,mango
28.51,18.85,42.49,25.89,63.91,6.94,97.78,mango
22.92,10.97,41.61,29.7,51.26,5.72,97.68,mango
30.13,26.41,29.49,26.35,62.17,5.57,67.62,mango
24.08,26.53,32.99,27.12,47.63,7.49,52.16,mango
23.25,21.76,33.19,28.4,59.1,5.97,58.95,mango
33.69,17.06,44.56,32.93,59.84,5.61,69.61,mango
20.02,26.0,28.62,24.15,58.55,5.88,97.39,mango
17.41,21.09,40.98,31.14,50.05,5.58,57.06,mango
26.69,26.52,31.68,31.36,62.46,6.28,88.18,mango
34.39,22.63,39.62,32.79,48.38,7.1,55.43,mango
22.56,25.69,33.4,34.26,46.07,6.18,99.06,mango
16.24,21.97,36.57,24.22,59.35,6.39,69.08,mango
21.79,18.28,41.65,25.69,54.51,6.85,88.76,mango
25.12,29.16,41.08,33.75,61.98,6.52,67.13,mango
18.24,20.82,42.33,29.04,52.67,7.22,81.38,mango
28.16,22.1,26.19,30.21,48.37,7.23,59.6,mango
34.95,14.41,38.84,31.29,61.73,5.52,57.3,mango
24.03,22.51,27.8,31.47,55.98,7.06,96.9,mango
22.09,21.43,33.32,34.25,48.78,6.42,95.88,mango
23.01,13.7,35.97,34.97,59.41,7.48,94.37,mango
17.3,11.19,33.05,31.92,55.22,6.47,81.27,mango
32.67,22.09,35.39,27.16,57.09,7.47,90.41,mango
23.3,25.27,44.93,33.68,54.22,7.01,53.45,mango
22.75,20.47,27.7,24.54,61.57,6.0,66.74,mango
28.19,14.54,38.51,26.54,61.59,6.58,65.69,mango
23.84,23.33,32.92,33.87,59.19,7.48,81.78,mango
27.96,11.6,27.66,26.82,47.11,7.22,67.8,mango
16.23,18.84,28.17,26.43,61.78,5.69,57.43,mango
31.27,13.27,43.99,25.52,58.42,6.91,79.82,mango
33.81,13.69,42.59,33.45,58.94,6.19,90.72,mango
27.98,14.05,43.14,29.5,52.26,5.51,69.11,mango
34.09,17.73,44.83,31.42,62.59,6.31,56.61,mango
18.03,11.02,29.17,26.63,59.51,5.97,59.83,mango
24.55,17.96,32.11,32.34,47.25,7.14,61.87,mango
27.04,20.23,38.38,32.36,53.16,6.17,64.99,mango
26.63,19.67,34.68,27.44,62.73,7.16,82.14,mango
23.03,17.66,33.37,28.52,45.94,5.5,80.05,mango
21.76,26.78,32.16,26.31,64.23,6.12,84.8,mango
17.54,12.91,36.88,34.74,58.58,5.98,68.13,mango
22.83,20.11,36.51,31.1,57.63,5.97,91.2,mango
18.25,11.24,28.23,34.28,50.41,5.64,60.2,mango
29.69,11.42,34.43,27.34,49.98,5.87,73.45,mango
19.18,21.48,36.07,32.6,63.84,6.61,90.05,mango
16.17,21.32,36.41,32.42,50.97,6.08,59.01,mango
26.05,27.56,29.2,31.61,60.51,6.33,55.49,mango
26.9,21.16,39.85,34.62,52.86,6.25,94.18,mango
32.44,29.2,25.5,28.33,47.79,7.25,67.15,mango
26.54,10.97,32.1,25.44,45.21,7.31,84.19,mango
21.91,11.96,40.6,31.39,55.89,6.49,51.27,mango
31.06,10.88,36.28,32.02,64.52,6.16,84.5,mango
25.81,13.71,30.22,30.33,52.38,5.71,65.81,mango
16.59,20.83,38.9,26.27,52.14,7.41,52.79,mango
26.32,22.91,36.35,29.55,51.88,5.62,80.49,mango
33.16,10.91,40.92,27.43,55.41,6.1,62.04,mango
22.93,28.92,39.7,28.7,53.81,6.1,69.34,mango
20.93,26.84,37.2,31.1,62.6,6.14,54.03,mango
17.87,15.93,34.76,32.2,55.11,5.83,57.36,mango
18.03,11.54,27.66,26.55,55.16,7.07,64.9,mango
23.66,13.4,30.23,28.46,47.77,5.74,54.49,mango
26.91,12.54,33.38,26.96,64.65,6.77,95.54,mango
15.12,17.87,33.98,19.57,70.67,5.99,85.94,grapes
24.68,19.47,36.55,29.74,55.21,7.43,62.56,grapes
17.46,27.09,36.42,24.64,70.24,7.42,71.64,grapes
21.15,16.8,31.65,25.77,72.87,6.0,84.6,grapes
33.52,27.39,31.31,29.65,63.66,6.2,75.51,grapes
18.23,11.76,27.13,20.66,65.71,7.29,69.09,grapes
34.32,25.54,32.34,27.03,64.54,7.43,85.21,grapes
19.12,26.95,26.99,21.52,62.78,6.39,76.14,grapes
29.83,13.64,40.33,28.04,72.75,6.14,72.91,grapes
25.93,18.61,44.33,17.71,72.88,6.55,83.2,grapes
32.69,13.31,44.4,29.22,61.72,6.88,66.66,grapes
26.08,24.13,42.3,18.28,67.3,6.05,106.39,grapes
25.69,20.71,37.02,19.89,73.54,6.97,103.39,grapes
18.91,22.71,39.02,26.34,74.24,5.6,95.38,grapes
18.32,13.93,30.7,20.91,65.18,5.6,65.31,grapes
33.33,14.23,37.62,24.12,64.06,6.27,98.79,grapes
21.56,10.83,34.11,21.67,60.57,6.21,100.4,grapes
22.44,16.44,34.64,26.14,74.18,6.13,98.39,grapes
30.2,21.19,40.16,18.42,57.86,6.48,65.7,grapes
21.78,27.16,30.64,15.88,66.6,6.14,92.2,grapes
34.04,23.34,31.36,19.5,60.65,5.88,101.72,grapes
29.76,18.71,43.49,22.11,60.58,6.12,88.87,grapes
26.95,29.06,26.12,17.52,63.1,7.45,92.32,grapes
32.62,24.38,34.71,20.32,74.98,6.32,82.92,grapes
15.99,28.6,43.26,21.0,56.1,6.39,86.44,grapes
20.14,20.55,37.21,15.86,66.57,6.65,61.72,grapes
24.3,15.18,35.93,23.75,56.65,7.47,91.95,grapes
19.54,11.06,29.99,28.27,58.09,5.98,64.07,grapes
29.88,24.52,31.87,17.28,63.79,6.86,81.75,grapes
33.38,12.43,42.04,23.97,65.21,6.93,74.63,grapes
23.48,16.06,36.18,24.97,60.18,6.71,87.27,grapes
21.84,20.65,35.29,21.29,61.33,5.68,66.67,grapes
34.23,21.29,26.99,25.52,56.74,6.85,94.58,grapes
23.9,22.01,25.32,21.16,61.06,5.63,99.75,grapes
24.78,13.33,44.27,22.57,74.33,6.69,68.17,grapes
22.03,17.59,32.54,15.11,73.89,6.98,65.22,grapes
33.19,22.34,37.06,25.38,61.7,5.92,67.28,grapes
26.38,29.4,26.59,24.92,66.42,7.18,103.86,grapes
30.24,24.55,38.66,15.58,73.19,5.56,86.41,grapes
31.24,28.45,43.65,20.52,55.12,7.19,83.36,grapes
21.84,25.24,36.51,29.69,71.21,6.42,65.34,grapes
23.67,21.83,27.52,21.31,73.97,5.94,92.48,grapes
31.97,13.84,36.63,22.53,56.83,5.77,103.4,grapes
22.27,23.33,40.33,28.65,58.23,7.41,101.41,grapes
30.88,22.47,33.13,25.76,74.21,5.65,91.3,grapes
33.82,22.05,42.6,23.73,65.75,5.9,63.76,grapes
27.46,19.8,37.97,26.97,55.28,6.2,65.62,grapes
29.83,20.57,42.98,27.97,60.15,6.74,62.47,grapes
31.1,16.69,37.47,21.85,64.0,6.59,72.87,grapes
31.9,20.39,27.63,22.13,68.86,5.75,66.78,grapes
22.9,13.95,31.19,20.79,69.66,6.08,73.0,grapes
16.03,26.1,29.04,29.5,74.91,5.98,79.25,grapes
23.04,13.72,43.18,25.46,60.75,5.93,107.15,grapes
28.48,11.7,40.21,16.25,65.76,6.32,90.52,grapes
24.01,18.72,38.53,27.94,65.67,6.91,101.75,grapes
29.98,23.17,31.02,22.21,63.11,5.93,95.52,grapes
22.14,18.75,28.68,16.03,58.38,6.23,65.63,grapes
27.69,15.54,40.13,23.25,74.55,6.28,96.8,grapes
18.73,21.16,34.48,21.26,72.07,7.45,73.75,grapes
29.99,16.94,29.52,28.17,64.97,7.41,91.96,grapes
25.91,28.66,37.33,18.06,67.06,7.1,77.05,grapes
19.08,28.45,25.81,27.4,59.55,5.98,109.88,grapes
20.84,20.05,31.52,23.37,65.88,5.64,73.18,grapes
29.97,16.56,34.37,15.82,68.9,6.13,73.96,grapes
24.65,24.74,27.96,29.58,65.3,6.03,106.53,grapes
19.32,10.73,44.69,22.69,74.81,6.51,61.23,grapes
34.35,19.5,29.18,19.36,67.23,7.06,94.83,grapes
29.3,16.73,27.61,22.04,62.42,7.22,96.27,grapes
34.14,28.41,29.07,27.87,70.44,7.19,101.82,grapes
23.54,10.24,40.38,19.57,58.41,6.22,108.72,grapes
24.5,21.06,33.51,17.89,62.69,6.87,108.78,grapes
32.96,24.81,36.31,16.94,61.94,6.13,63.26,grapes
25.5,19.7,25.42,19.47,63.64,5.62,101.09,grapes
29.15,11.71,25.69,26.7,70.64,6.9,92.32,grapes
20.04,29.45,33.92,22.07,64.68,5.52,92.37,grapes
23.93,20.36,41.33,18.41,70.88,6.32,66.42,grapes
17.47,22.28,42.7,17.49,66.53,6.16,92.51,grapes
19.12,14.73,26.73,19.99,61.84,6.89,109.12,grapes
15.02,19.67,35.77,29.1,71.2,7.03,105.59,grapes
15.79,18.58,43.26,20.15,59.77,6.11,81.96,grapes
34.55,11.5,32.76,29.82,59.49,7.12,62.0,grapes
19.85,12.12,41.59,22.28,65.09,6.09,78.11,grapes
28.27,26.75,27.67,17.69,60.22,6.39,101.32,grapes
31.78,14.8,43.71,28.37,55.18,6.95,95.07,grapes
26.01,13.9,40.03,21.91,67.97,6.89,82.97,grapes
18.06,20.1,43.83,25.65,65.22,7.47,62.76,grapes
29.56,25.37,38.53,29.76,63.91,5.95,81.34,grapes
27.01,11.24,32.27,15.75,74.34,6.82,83.45,grapes
29.63,21.54,43.76,16.45,66.42,6.72,106.43,grapes
30.39,12.38,30.51,25.81,72.27,7.33,92.05,grapes
34.51,10.73,31.64,19.23,57.79,5.81,75.58,grapes
26.47,11.05,39.02,17.76,66.38,7.0,86.27,grapes
21.83,26.68,40.31,15.59,72.36,6.64,63.3,grapes
27.97,12.36,43.59,15.33,66.66,6.05,108.63,grapes
16.37,10.9,29.1,26.62,69.36,6.45,78.0,grapes
32.95,18.76,40.96,17.02,62.44,6.17,83.89,grapes
17.39,26.88,39.77,22.02,56.85,6.66,77.76,grapes
21.56,15.25,26.28,24.09,64.16,7.28,94.13,grapes
31.31,18.43,32.74,21.43,62.89,6.64,93.11,grapes
26.95,10.8,30.66,15.41,72.34,6.76,95.77,grapes
98.04,15.9,45.99,30.21,71.21,6.03,68.13,watermelon
99.47,17.09,42.0,29.06,59.31,6.58,56.1,watermelon
93.76,21.29,45.43,23.68,76.81,5.98,76.8,watermelon
109.67,15.05,56.32,26.89,70.33,6.86,66.01,watermelon
91.19,28.31,47.57,23.29,58.93,5.69,43.62,watermelon
107.93,15.31,41.77,30.1,79.06,5.77,77.91,watermelon
116.09,27.92,46.84,27.81,67.96,6.24,50.34,watermelon
116.72,12.07,59.63,32.11,56.82,5.62,53.49,watermelon
103.47,23.13,52.59,24.87,70.67,5.79,56.09,watermelon
103.78,28.14,48.32,24.14,61.33,6.92,42.05,watermelon
92.31,13.37,43.33,27.28,75.09,6.96,59.86,watermelon
110.12,29.37,59.72,34.05,75.45,6.06,44.93,watermelon
114.64,19.06,56.42,31.24,79.47,6.88,56.04,watermelon
97.34,28.91,45.63,27.45,67.55,6.32,54.03,watermelon
102.64,23.54,41.4,28.72,66.37,5.9,70.91,watermelon
115.17,16.03,41.13,23.09,73.84,6.55,72.13,watermelon
116.31,13.77,42.41,34.8,58.31,6.49,46.14,watermelon
97.3,16.07,51.62,30.66,68.67,6.98,54.66,watermelon
106.52,11.86,58.58,25.71,68.66,5.9,54.93,watermelon
95.77,12.88,49.93,29.62,57.24,6.51,46.06,watermelon
93.06,12.09,56.86,23.42,65.45,5.58,71.94,watermelon
117.33,18.46,48.92,34.56,76.33,5.67,68.29,watermelon
114.62,25.91,54.17,24.27,76.4,5.51,47.62,watermelon
112.8,12.83,54.64,30.42,57.48,7.0,54.67,watermelon
91.46,12.61,43.48,25.19,57.27,6.7,44.23,watermelon
115.31,22.87,47.22,31.33,61.57,6.68,65.13,watermelon
103.14,13.94,52.75,32.1,76.87,6.26,44.85,watermelon
100.27,11.95,41.41,30.75,58.22,5.95,79.44,watermelon
106.39,13.34,47.23,29.99,73.0,5.73,71.23,watermelon
92.74,28.47,50.7,33.6,57.53,5.93,55.61,watermelon
112.7,26.43,59.92,23.02,70.58,6.06,63.14,watermelon
107.47,17.08,49.49,26.3,63.9,6.63,76.45,watermelon
95.6,23.12,56.32,25.23,74.72,6.31,62.16,watermelon
95.65,20.75,48.64,34.84,60.84,5.62,46.98,watermelon
95.53,23.54,55.93,27.06,70.98,5.53,55.15,watermelon
91.71,23.65,51.91,31.52,60.89,5.65,73.73,watermelon
107.63,22.57,57.73,30.9,72.84,6.12,65.77,watermelon
115.21,15.32,48.22,24.76,76.84,6.9,66.03,watermelon
90.52,10.78,52.09,25.11,58.17,6.46,74.67,watermelon
91.47,19.11,52.6,25.66,76.66,6.7,75.76,watermelon
107.18,27.82,48.35,27.34,69.84,6.2,76.79,watermelon
114.58,21.39,42.89,25.05,58.18,6.04,43.79,watermelon
99.8,26.65,41.87,22.26,65.69,5.66,61.77,watermelon
100.49,29.83,40.33,33.43,59.02,6.81,69.62,watermelon
107.89,13.27,57.47,34.55,72.51,6.67,70.28,watermelon
98.23,23.84,44.73,26.44,73.97,5.75,64.27,watermelon
90.8,23.49,44.23,26.4,57.64,6.27,46.67,watermelon
112.06,29.6,54.72,22.09,67.65,6.23,71.9,watermelon
108.77,29.71,46.4,30.84,75.37,6.44,68.8,watermelon
107.42,23.73,50.12,32.73,78.4,6.92,43.45,watermelon
112.25,14.87,43.25,23.91,67.84,6.37,58.55,watermelon
110.26,25.97,59.19,24.08,78.76,6.31,46.96,watermelon
96.18,12.14,57.03,32.27,68.39,5.58,53.5,watermelon
100.57,25.61,57.28,30.01,64.85,5.59,40.72,watermelon
93.78,28.2,48.14,22.58,76.21,5.78,56.01,watermelon
93.9,17.66,55.25,30.09,67.32,5.55,62.0,watermelon
110.29,22.61,42.88,26.02,66.8,6.62,64.78,watermelon
115.76,18.6,40.17,26.79,67.26,6.58,66.54,watermelon
118.88,18.76,40.4,32.01,76.17,5.7,73.45,watermelon
108.85,16.21,51.73,32.54,75.8,6.75,48.62,watermelon
95.52,25.24,49.11,27.2,65.09,5.73,44.82,watermelon
93.17,28.72,50.36,34.31,63.33,5.95,74.06,watermelon
114.39,28.82,40.15,27.28,67.3,5.87,46.26,watermelon
107.36,13.5,48.45,32.03,69.32,6.06,78.99,watermelon
108.55,27.49,54.36,28.29,60.96,5.88,73.7,watermelon
113.44,24.75,48.85,33.67,74.85,6.23,60.04,watermelon
111.1,15.06,54.64,33.8,67.16,6.11,79.26,watermelon
115.03,11.35,44.66,23.14,63.35,6.98,43.9,watermelon
91.69,15.36,56.26,34.17,57.67,5.58,52.12,watermelon
112.43,28.24,51.77,32.73,60.97,5.71,65.53,watermelon
115.53,22.66,44.22,32.29,78.73,5.58,54.0,watermelon
98.58,24.42,44.73,24.61,62.63,6.44,77.13,watermelon
109.21,15.14,52.56,32.47,59.22,5.58,42.63,watermelon
99.42,24.39,56.6,33.05,66.52,6.75,61.98,watermelon
118.74,10.56,48.31,25.76,62.68,6.27,63.63,watermelon
